Name,NSE Code,Industry,Sales,Sales preceding 12months,Net profit,Net profit preceding 12months,EBIT,EBIT last year,EBIDT last year,EPS,OPM,NPM last year,Return on capital employed,Market Capitalization,Sales Growth %,Net Profit Growth %,Market Cap to Sales,Market Cap to Net Profit,Profitability Category
RPSG Ventures,RPSGVENT,Computers - Software - Medium / Small,7950.94,7722.82,197.01,159.64,1003.63,1003.63,1305.39,-12.83,15.72,2.48,12.47,2382.24,2.953843285224826,23.40892007015786,0.2996174037283642,12.091975026648393,Low Profitability
RR Metalmakers,__NA__,Trading,96.39,91.49,1.05,1.67,6.01,6.01,6.35,1.17,6.16,1.09,22.77,41.62,5.3557765876052095,-37.12574850299401,0.4317875298267455,39.63809523809523,Low Profitability
RRIL,__NA__,Construction,95.21,112.86,5.75,9.17,8.78,8.78,9.95,0.47,6.31,6.04,8.03,285.24,-15.638844586213013,-37.29552889858233,2.995903791618528,49.60695652173913,Moderate Profitability
RSC Internl.,__NA__,Trading,0.43,0.43,-0.03,0.0,-0.04,-0.04,-0.04,-0.05,-9.3,-6.98,-72.73,8.18,0.0,,19.023255813953487,-272.6666666666667,Loss-making
RSD Finance,__NA__,Finance & Investments,103.11,95.96,17.4,11.93,24.66,24.66,35.19,10.81,26.27,16.88,9.79,142.41,7.451021258857864,45.85079631181894,1.3811463485597906,8.18448275862069,High Profitability
RSWM Ltd,RSWM,Textiles - Cotton/Blended,4057.88,3842.69,-21.06,-11.99,-8.71,-8.71,144.46,-4.47,2.34,-2.35,-0.31,1000.19,5.599983345000509,75.6463719766472,0.2464809210720869,-47.492402659069334,Loss-making
RTS Power Corpn.,__NA__,Electric Equipment,140.46,137.71,4.13,4.87,9.45,9.45,12.78,4.5,5.27,2.94,5.54,193.18,1.99695011255537,-15.195071868583165,1.3753381745692723,46.77481840193705,Low Profitability
Rubfila Intl.,__NA__,Miscellaneous,469.8,454.57,25.4,24.2,32.92,32.92,43.53,4.68,7.66,5.41,12.54,444.99,3.350419077369826,4.958677685950411,0.9471902937420179,17.51929133858268,Moderate Profitability
Ruby Mills,RUBYMILLS,Textiles - Composite,237.01,240.48,44.54,39.48,60.31,60.31,68.71,13.32,23.36,18.79,7.47,742.54,-1.44294743845642,12.816616008105377,3.132947976878613,16.671306690615175,High Profitability
Ruchi Infrastr.,RUCHINFRA,Miscellaneous,63.84,60.75,14.01,12.63,13.3,13.3,28.06,0.62,32.91,11.03,4.18,280.0,5.0864197530864255,10.926365795724458,4.385964912280701,19.98572448251249,Moderate Profitability
Ruchira Papers,RUCHIRA,Paper,657.6,678.26,49.19,58.42,69.6,69.6,84.4,16.48,12.43,7.48,15.8,412.19,-3.046029546191721,-15.799383772680594,0.626809610705596,8.379548688757877,Moderate Profitability
Rudra Gas,__NA__,Construction,63.77,,4.73,,7.91,7.91,8.71,5.67,13.2,7.42,31.17,154.26,,,2.4190058021013012,32.61310782241014,Moderate Profitability
Rudra Global,__NA__,Steel - Medium / Small,555.97,555.0,20.77,18.15,36.71,36.71,42.5,2.07,7.45,3.6,16.22,551.86,0.17477477477477968,14.435261707988985,0.9926075147939637,26.570052961001444,Low Profitability
Rudrabhish. Ent.,REPL,Miscellaneous,100.58,94.57,14.05,13.26,20.97,20.97,22.15,8.1,20.44,13.97,16.81,313.84,6.355080892460617,5.957767722473612,3.120302246967588,22.337366548042702,Moderate Profitability
Rulka,RULKA,Engineering - Turnkey Services,70.98,,6.11,,9.05,9.05,9.2,17.89,12.52,8.61,83.49,225.27,,,3.173710904480135,36.86906710310966,Moderate Profitability
Rungta Irrigatn.,__NA__,Plastics Products,148.77,142.4,5.65,5.52,8.83,8.83,10.83,2.84,4.69,3.8,9.51,221.13,4.473314606741576,2.3550724637681304,1.4863883847549908,39.13805309734513,Low Profitability
Rupa & Co,RUPA,Textiles - Products,1216.51,1222.83,69.78,64.42,119.16,119.16,133.89,8.77,9.63,5.97,10.09,2250.16,-0.516833901687065,8.32039739211425,1.8496847539272179,32.24648896531957,Moderate Profitability
Rushil Decor,RUSHIL,Miscellaneous,843.97,824.47,43.11,47.67,93.52,93.52,122.79,16.24,14.21,5.11,11.63,933.19,2.3651557970575032,-9.565764631843932,1.105714658103961,21.646717698909768,Moderate Profitability
S & S Power Swit,S&SPOWER,Electric Equipment,159.38,162.65,4.32,4.29,9.66,9.66,12.05,4.66,6.81,2.71,19.53,155.0,-2.010451890562564,0.6993006993007052,0.9725185092232401,35.879629629629626,Low Profitability
S A I L,SAIL,Steel - Large,105378.33,106550.47,3066.67,3100.2,7376.51,7376.51,12654.88,7.42,10.58,3.51,8.24,61833.97,-1.100079614852942,-1.0815431262499111,0.5867806977013206,20.163229170403074,Low Profitability
S C I,SCI,Shipping,5046.04,5051.84,612.15,679.99,749.79,749.79,1639.17,13.14,28.21,12.13,7.95,11821.99,-0.1148096535123872,-9.97661730319564,2.342825264960246,19.312243731111657,Moderate Profitability
S Chand & Compan,SCHAND,Printing & Stationery,662.58,615.93,51.14,24.61,73.52,73.52,119.72,16.08,16.58,7.72,6.9,812.99,7.573912619940593,107.80170662332387,1.2270065501524343,15.897340633554947,Moderate Profitability
S H Kelkar & Co.,SHK,Chemicals,1929.99,1869.36,123.55,91.25,223.56,223.56,312.87,8.84,15.9,6.4,12.41,2666.67,3.243356014892804,35.3972602739726,1.381701459593055,21.583731282881427,Moderate Profitability
S I Cap. & Fin.,__NA__,Finance & Investments,1.73,1.5,-0.72,-0.54,-0.22,-0.22,-0.15,-2.0,-10.98,-41.62,-2.89,14.4,15.333333333333332,33.33333333333332,8.323699421965319,-20.0,Loss-making
S I Paper Mills,__NA__,Paper,312.31,290.7,-13.43,-21.01,0.81,0.81,18.7,-7.16,5.52,-4.2,0.19,185.66,7.433780529755767,-36.07805806758687,0.5944734398514296,-13.82427401340283,Loss-making
S J Logistics (I,SJLOGISTIC,Miscellaneous,270.86,,22.61,,31.46,31.46,31.92,15.61,10.87,8.35,33.13,700.99,,,2.588015949198848,31.003538257408227,Moderate Profitability
S K Internation.,__NA__,Textiles - Products,4.2,,-1.51,,-1.47,-1.47,-1.31,-2.06,-41.67,-35.95,-22.44,12.54,,,2.9857142857142853,-8.304635761589404,Loss-making
S P Apparels,SPAL,Textiles - Products,1087.36,1067.38,89.62,81.69,136.34,136.34,174.09,35.74,14.51,8.24,14.56,1857.98,1.87187318480764,9.707430530052646,1.708707327839906,20.731756304396338,Moderate Profitability
S P Capital Fin.,__NA__,Finance & Investments,2.54,2.43,0.56,0.4,1.6,1.6,1.6,0.93,62.99,22.05,2.9,27.64,4.526748971193411,40.00000000000001,10.881889763779528,49.357142857142854,High Profitability
S P I C,SPIC,Fertilizers,1943.86,2490.5,113.06,162.77,256.64,256.64,294.82,5.55,12.83,7.48,17.5,1743.56,-21.94900622364987,-30.540025803280706,0.8969575998271481,15.421546081726516,Moderate Profitability
S R G Securities,__NA__,Finance & Investments,1.44,,0.47,,0.62,0.62,0.65,0.87,43.75,32.64,4.44,15.59,,,10.82638888888889,33.17021276595745,High Profitability
S R Industries,__NA__,Leather / Leather Products,8.74,11.96,-1.45,-1.35,-3.5,-2.04,-0.34,-0.74,-23.8,-18.87,-11.99,2.89,-26.923076923076927,7.407407407407398,0.3306636155606407,-1.9931034482758623,Loss-making
S V Global Mill,__NA__,Construction,6.1,6.22,0.63,2.38,-1.54,-1.54,-1.39,0.35,-26.07,-44.75,-2.36,180.38,-1.9292604501607735,-73.52941176470588,29.57049180327869,286.3174603174603,Loss-making
S. V. J. Enterp.,__NA__,Paper,5.8,6.0,0.74,0.88,1.05,1.05,1.25,1.33,18.1,12.76,6.25,15.29,-3.333333333333336,-15.909090909090912,2.636206896551724,20.66216216216216,Moderate Profitability
S.A.L Steel,SALSTEEL,Steel - Sponge Iron,578.22,552.48,0.47,-2.36,13.37,13.37,22.99,0.06,3.98,0.08,8.02,180.98,4.658992180712426,-119.91525423728815,0.31299505378575626,385.06382978723406,Low Profitability
S.M. Gold,__NA__,Diamond Cutting / Jewellery,62.25,78.84,1.19,1.8,2.36,2.36,2.39,1.19,2.28,1.91,6.89,17.91,-21.04261796042618,-33.88888888888889,0.28771084337349395,15.050420168067228,Low Profitability
Saakshi Medtech,SAAKSHI,Electric Equipment,121.85,,11.31,,16.57,16.57,20.42,6.41,16.14,9.28,26.59,533.81,,,4.380878128846943,47.19805481874447,Moderate Profitability
SAB Events,SABEVENTS,Entertainment / Electronic Media Software,1.77,1.68,-1.09,-0.87,-1.01,-1.01,-0.21,-1.04,-25.42,-61.58,-23.25,10.17,5.357142857142862,25.287356321839088,5.745762711864407,-9.330275229357797,Loss-making
SAB Industries,__NA__,Construction,45.52,24.37,38.89,65.6,44.25,44.25,44.49,25.57,7.43,85.43,,261.62,86.78703323758721,-40.71646341463414,5.747363796133567,6.727179223450759,High Profitability
Sabar Flex India,SABAR,Packaging,126.17,,4.34,,8.65,8.65,9.77,2.88,7.58,3.44,18.33,31.5,,,0.24966315288895935,7.258064516129033,Low Profitability
Saboo Sodium,__NA__,Food - Processing - Indian,51.79,45.44,0.23,-2.53,2.8,2.8,4.95,0.05,7.7,0.44,4.39,79.24,13.974471830985918,-109.09090909090908,1.530025101370921,344.52173913043475,Low Profitability
Sabrimala Indus.,__NA__,Trading,5.57,6.64,0.33,0.2,0.5,0.5,0.5,0.38,-5.03,5.92,7.92,7.69,-16.114457831325293,65.0,1.3806104129263914,23.303030303030305,Moderate Profitability
Sacheta Metals,__NA__,Aluminium and Aluminium Products,77.01,86.74,1.96,1.61,3.58,3.58,5.44,0.78,7.06,2.55,5.62,53.18,-11.217431404196438,21.7391304347826,0.6905596675756395,27.13265306122449,Low Profitability
Sadbhav Engg.,SADBHAV,Construction,1922.95,1875.92,-779.87,-412.61,97.82,97.82,225.21,-36.73,4.21,-23.69,2.15,484.51,2.5070365474007406,89.0089915416495,0.2519618294807457,-0.6212702117019503,Loss-making
Sadbhav Infra.,SADBHIN,Construction,778.89,761.58,-533.25,-94.77,329.63,329.63,431.01,-15.42,42.7,-11.35,10.15,201.81,2.2729063263215874,462.67806267806276,0.2590994877325425,-0.37845288326300985,Loss-making
Sadhana Nitro,SADHNANIQ,Chemicals,190.05,173.66,4.08,5.32,30.12,30.12,45.03,0.17,21.61,2.15,7.31,1678.5,9.43798226419441,-23.30827067669173,8.8318863456985,411.3970588235294,Low Profitability
Sadhav,SADHAV,Shipping,84.25,,9.15,,16.5,16.5,20.88,6.38,24.24,10.86,17.15,340.72,,,4.0441543026706235,37.237158469945356,Moderate Profitability
Sadhna Broadcast,__NA__,Entertainment / Electronic Media Software,15.41,24.38,0.34,5.15,0.55,0.55,0.97,0.03,5.32,2.53,3.39,38.6,-36.79245283018868,-93.39805825242719,2.5048669695003247,113.52941176470588,Low Profitability
Safa Systems,__NA__,Trading,537.92,,2.14,,6.84,6.84,6.96,0.86,0.81,0.4,11.44,37.97,,,0.07058670434265318,17.742990654205606,Low Profitability
Safari Inds.,SAFARI,Moulded Luggage,1550.42,1487.71,175.81,170.7,239.62,239.62,291.41,36.05,17.9,11.34,31.22,10043.83,4.215203231812654,2.993555946104285,6.478134956979399,57.12888914168705,Moderate Profitability
Saffron Industri,__NA__,Paper,16.2,10.42,-1.89,-4.89,-1.89,-1.89,0.05,-2.63,0.06,-11.67,-27.53,5.79,55.470249520153544,-61.34969325153374,0.35740740740740745,-3.0634920634920637,Loss-making
Sagar Cements,SAGCEM,Cement - South India,2504.61,2417.44,-52.05,24.94,46.52,46.52,260.63,-3.32,9.82,-4.24,1.33,3267.73,3.6058806009663145,-308.70088211708094,1.304686158723314,-62.78059558117195,Loss-making
Sagar Diamonds,__NA__,Diamond Cutting / Jewellery,1418.88,,-64.29,,-55.82,28.35,29.46,-50.85,19.19,0.37,27.9,31.63,,,0.022292230491655386,-0.4919894229273603,Low Profitability
Sagardeep Alloys,SAGARDEEP,Mining / Minerals / Metals,99.78,91.92,0.76,0.42,2.02,2.02,2.64,0.45,1.91,0.76,5.54,47.01,8.550913838120104,80.95238095238096,0.47113650030066145,61.85526315789473,Low Profitability
SagarSoft (India,__NA__,Computers - Software - Medium / Small,152.19,147.21,8.34,7.31,12.06,12.06,14.48,13.14,8.33,5.35,16.15,126.57,3.3829223558182115,14.090287277701782,0.8316577961758328,15.176258992805755,Moderate Profitability
Sah Polymers,SAH,Packaging,108.97,96.67,0.93,1.29,4.96,4.96,7.35,0.31,4.61,0.85,4.31,238.22,12.723699182786795,-27.906976744186046,2.186106267780123,256.1505376344086,Low Profitability
Sahaj Fashions,SAHAJ,Textiles - Products,125.18,,0.94,,5.37,5.37,6.24,0.71,4.94,0.75,8.95,27.32,,,0.21824572615433774,29.063829787234045,Low Profitability
Sahana Systems,SAHANA,Computers - Software - Medium / Small,53.67,,15.04,,18.96,18.96,19.09,18.81,35.22,28.02,123.6,1279.43,,,23.838829886342463,85.0684840425532,High Profitability
Sahara,__NA__,Miscellaneous,13.43,,0.78,,0.79,0.79,1.36,2.54,9.53,5.81,11.25,15.35,,,1.1429635145197319,19.67948717948718,Moderate Profitability
Sahara Housing,__NA__,Finance - Housing,10.62,11.0,1.4,1.2,5.52,5.52,5.96,2.0,56.03,13.18,5.62,24.65,-3.4545454545454617,16.666666666666664,2.3210922787193975,17.607142857142858,Moderate Profitability
Sahyadri Industr,SAHYADRI,Cement Products,634.27,647.34,26.37,26.8,46.59,46.59,70.6,24.09,10.48,4.16,9.96,469.6,-2.01903172984831,-1.6044776119402975,0.7403787030759772,17.808115282518013,Low Profitability
Sai Silks,KALAMANDIR,Trading,1373.55,1337.84,100.87,92.37,187.54,187.54,235.45,6.58,15.43,7.34,15.31,2929.28,2.6692280093284726,9.202121901050123,2.132634414473445,29.040150689005653,Moderate Profitability
Sai Swami Metals,__NA__,Domestic Appliances,40.73,,2.16,,3.35,3.35,3.44,5.25,8.45,5.3,47.18,36.4,,,0.8936901546771422,16.85185185185185,Moderate Profitability
Saianand Commer.,__NA__,Trading,5.42,6.71,0.76,-1.76,0.81,0.81,0.81,0.03,-6.27,14.02,2.06,15.23,-19.225037257824145,-143.1818181818182,2.8099630996309966,20.039473684210527,Moderate Profitability
Sailani Tours N,__NA__,Travel Agencies,23.46,,0.3,,0.46,0.46,0.84,0.64,3.37,1.28,6.01,11.62,,,0.495311167945439,38.733333333333334,Low Profitability
Sainik Finance,__NA__,Finance & Investments,15.25,15.89,2.0,3.2,12.69,12.69,12.69,1.84,82.69,13.11,9.43,50.97,-4.02769037130271,-37.50000000000001,3.342295081967213,25.485,Moderate Profitability
Saint-Gob. Sekur,__NA__,Glass & Glass Products,200.7,202.0,31.23,32.08,43.17,43.17,46.86,3.43,18.44,15.56,22.33,1227.26,-0.6435643564356491,-2.649625935162088,6.114897857498755,39.297470381043865,High Profitability
Sakar Healthcare,SAKAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,153.35,150.95,11.67,12.47,23.49,23.49,41.54,5.37,25.01,7.61,7.53,679.69,1.5899304405432302,-6.415396952686453,4.432279100097816,58.24250214224508,Moderate Profitability
Saksoft,SAKSOFT,Computers - Software - Medium / Small,761.63,748.78,96.17,97.96,131.74,131.74,143.64,9.07,17.95,12.63,27.74,2997.45,1.716124896498307,-1.8272764393629972,3.9355723907934297,31.16824373505251,Moderate Profitability
Sakthi Finance,__NA__,Finance & Investments,206.74,201.59,15.71,14.97,137.21,137.21,143.08,2.43,69.21,7.6,10.26,375.29,2.5546902128081777,4.943219772879093,1.8152752249201896,23.88860598345003,Moderate Profitability
Sakthi Sugars,SAKHTISUG,Sugar,1069.28,1088.42,129.49,242.18,50.17,50.17,87.24,10.9,6.92,-5.48,5.79,472.47,-1.7585123389867972,-46.53150549178297,0.44185807272183153,3.648698741215538,Loss-making
Sakuma Exports,SAKUMA,Trading,2124.66,2629.53,39.97,24.06,50.82,50.82,51.98,1.27,1.69,1.88,10.05,1128.77,-19.200009127106377,66.12635078969245,0.5312708856946523,28.240430322742057,Low Profitability
SAL Automotive,__NA__,Automobiles - Tractors,307.52,338.86,5.1,6.92,9.57,9.57,13.68,21.27,4.14,1.66,13.71,123.29,-9.248657262586327,-26.300578034682086,0.40091701352757547,24.17450980392157,Low Profitability
Salasar Techno,SALASAR,Steel - Medium / Small,1208.43,1135.79,52.93,50.69,115.69,115.69,125.9,0.34,10.13,4.38,15.69,3124.24,6.3955484728691125,4.419017557703693,2.5853711013463747,59.025883242017755,Low Profitability
Salem Erode Inv.,__NA__,Finance & Investments,4.09,4.08,-1.82,-0.4,-0.18,-0.18,0.69,-1.59,15.65,-44.5,-0.44,59.51,0.24509803921568107,355.0,14.550122249388753,-32.6978021978022,Loss-making
Salguti Industri,__NA__,Packaging,86.6,87.74,-0.12,-0.16,2.32,2.32,4.45,-0.16,4.75,-0.14,5.67,31.06,-1.299293366765444,-25.000000000000007,0.35866050808314087,-258.8333333333333,Loss-making
Salona Cotspin,SALONA,Textiles - Cotton/Blended,722.26,702.85,6.13,8.37,23.61,23.61,30.47,11.65,4.18,0.85,8.31,159.91,2.7616134310307983,-26.76224611708482,0.22140226511228644,26.086460032626427,Low Profitability
Salora Intl.,__NA__,Trading,159.12,148.85,-2.09,-3.54,-1.28,-1.28,-1.07,-2.37,-1.05,-1.31,-1.72,57.28,6.899563318777299,-40.960451977401135,0.3599798893916541,-27.406698564593302,Loss-making
Salzer Electron.,SALZERELEC,Electric Equipment,1135.58,1113.12,43.19,40.07,93.07,93.07,112.13,24.85,9.7,3.8,12.91,1575.82,2.0177519045565653,7.786373845769896,1.3876785431233378,36.4857605927298,Low Profitability
Sambandam Spg.,__NA__,Textiles - Cotton/Blended,218.08,206.15,-7.9,-7.15,1.77,1.77,13.01,-18.52,3.09,-3.62,0.8,70.5,5.787048265825858,10.48951048951049,0.3232758620689655,-8.924050632911392,Loss-making
Sambhaav Media,SAMBHAAV,Entertainment / Electronic Media Software,39.96,38.43,0.58,-3.88,3.13,3.13,8.44,0.03,14.09,2.63,3.08,88.87,3.981264637002345,-114.94845360824742,2.223973973973974,153.2241379310345,Low Profitability
Sameera Agro,SAIFL,Food - Processing - Indian,182.14,,10.72,,14.59,14.59,14.63,9.0,8.03,5.89,68.59,98.38,,,0.5401339628856924,9.177238805970148,Moderate Profitability
Samhi Hotels,SAMHI,Hotels,957.39,883.01,-234.62,-319.59,174.18,174.18,287.85,-10.76,27.84,-16.86,6.83,4218.42,8.423460662959648,-26.58718983697862,4.406166765894777,-17.979797118745203,Loss-making
Samkrg Pistons,__NA__,Auto Ancillaries,246.7,233.25,12.61,9.52,20.05,20.05,32.97,12.84,12.75,5.11,9.33,217.03,5.766345123258302,32.457983193277315,0.8797324685853264,17.210943695479777,Moderate Profitability
Sampann Utpadan,SAMPANN,Miscellaneous,71.45,68.57,-0.87,-1.96,0.12,0.12,5.14,-0.21,6.68,-1.22,0.12,136.45,4.200087501822969,-55.61224489795917,1.909727081875437,-156.83908045977012,Loss-making
Sampre Nutrition,__NA__,Food - Processing - Indian,25.15,32.05,0.31,-0.79,2.49,2.49,4.32,0.43,16.7,1.23,6.58,47.9,-21.528861154446176,-139.24050632911394,1.9045725646123262,154.51612903225805,Low Profitability
Samrat Forgings,__NA__,Castings & Forgings,162.03,167.81,2.97,3.39,10.28,10.28,13.93,5.94,8.03,1.83,10.27,155.5,-3.444371610750254,-12.389380530973447,0.9596988212059495,52.35690235690235,Low Profitability
Samvardh. Mothe.,MOTHERSON,Auto Ancillaries,98691.74,94096.85,3019.57,2274.67,5901.25,5901.25,9711.75,4.01,9.41,3.23,13.68,132614.6,4.883149648473886,32.74760734524129,1.343725422208586,43.918372483499304,Low Profitability
Samyak Internati,__NA__,Trading,38.06,56.52,3.8,4.76,4.58,4.58,8.24,6.08,20.2,10.06,6.45,20.6,-32.661004953998585,-20.168067226890756,0.5412506568575933,5.421052631578948,Moderate Profitability
Sanathnagar Ent.,__NA__,Construction,3.81,1.51,2.94,2.09,3.26,3.26,3.26,9.33,75.59,77.17,65.46,26.27,152.31788079470198,40.66985645933015,6.89501312335958,8.935374149659864,High Profitability
Sanblue Corp.,__NA__,Trading,1.4,3.07,0.25,0.24,0.34,0.34,0.36,0.5,-20.0,17.86,0.7,25.27,-54.39739413680782,4.1666666666666705,18.05,101.08,High Profitability
Sanchay Finvest,__NA__,Finance & Investments,0.57,0.94,-0.15,0.29,-0.13,0.24,0.25,,-26.32,48.94,6.74,8.51,-39.361702127659576,-151.72413793103448,14.92982456140351,-56.733333333333334,High Profitability
Sanco Trans,__NA__,Miscellaneous,97.93,98.15,1.15,0.32,2.98,2.98,7.19,6.39,3.56,1.17,2.59,135.0,-0.22414671421293822,259.37499999999994,1.3785356887572755,117.3913043478261,Low Profitability
Sancode Tech.,__NA__,Computers - Software - Medium / Small,4.76,2.37,-1.75,-2.15,-1.67,-1.67,-1.65,-4.89,-36.55,-36.76,-30.93,27.08,100.84388185654008,-18.604651162790695,5.689075630252101,-15.474285714285713,Loss-making
Sandesh,SANDESH,Entertainment / Electronic Media Software,320.19,311.78,188.69,128.08,241.01,241.01,247.51,249.28,25.61,58.9,20.87,1175.67,2.6974148438001238,47.32198625858837,3.6717886255036074,6.230695850336531,High Profitability
Sandhar Tech,SANDHAR,Auto Ancillaries,3521.11,3368.25,110.26,99.12,201.73,201.73,355.35,18.24,9.67,3.13,12.05,3465.76,4.538261708602394,11.238902340597257,0.9842805251752998,31.432613821875567,Low Profitability
Sandu Pharma.,__NA__,Pharmaceuticals - Indian - Formulations,67.28,66.96,1.46,1.14,2.14,2.14,2.72,1.51,3.42,2.17,5.36,56.94,0.4778972520908116,28.0701754385965,0.8463139120095124,39.0,Low Profitability
Sandur Manganese,SANDUMA,Mining / Minerals / Metals,1252.13,1308.07,238.01,249.73,344.14,344.14,401.98,14.69,25.59,19.01,15.54,8872.22,-4.276529543525945,-4.693068513995115,7.085701963853593,37.27666904751901,High Profitability
Sangal Papers,__NA__,Paper,190.34,201.41,2.47,2.23,5.99,5.99,7.71,18.89,3.53,1.3,9.07,28.82,-5.496251427436569,10.762331838565032,0.1514132604812441,11.668016194331983,Low Profitability
Sangam Finserv,__NA__,Finance & Investments,18.57,18.29,7.9,6.98,14.11,14.11,14.35,8.47,77.22,42.54,9.21,99.75,1.5308911973756214,13.18051575931232,5.3715670436187395,12.626582278481012,High Profitability
Sangam India,SANGAMIND,Textiles - Spinning - Synthetic / Blended,2647.97,2629.61,38.09,58.81,127.41,127.41,218.32,8.46,7.65,1.62,6.95,2068.39,0.6982023950319504,-35.23210338377827,0.7811228979180278,54.30270412181674,Low Profitability
Sangani Hospital,SANGANI,Healthcare,15.68,,2.7,,3.63,3.63,3.92,1.96,19.64,17.22,20.04,64.61,,,4.120535714285714,23.929629629629627,High Profitability
Sanghi Industrie,SANGHIIND,Cement - North India,821.35,762.15,-448.79,-534.35,-171.88,-171.88,-64.85,-17.37,-9.43,-55.48,-5.45,2552.0,7.7674998359902965,-16.011977168522503,3.107079807633774,-5.686401212148221,Loss-making
Sanghvi Brands,__NA__,Miscellaneous,9.13,,0.5,,0.64,0.64,0.7,0.48,-1.64,5.48,15.96,20.83,,,2.2814895947426064,41.66,Moderate Profitability
Sanghvi Movers,SANGHVIMOV,Miscellaneous,618.54,579.92,187.94,174.15,277.35,277.35,409.19,43.42,61.6,30.38,23.82,4627.21,6.6595392467926615,7.918461096755666,7.480858149836712,24.62067681174843,High Profitability
